	file_id	text	gSet	label
6188	12905789_1	I think it 's time for some old west justice ... like takin ' these two sombitches out and ..... well , I think you get my point .....	train	1.0
id	file_id	She is a terrible girl.	1.0
4052	13285636_2	Justice for Emily	train	0.0
3640	30560666_1	Or just stay the hell away from cheap , crap ar15s when you can get a damn reliable plinker for $ 700 brand new ......	train	0.0
2272	14035506_1	Thank you brother .	train	0.0
876	13500305_3	What I like about it is you can add people to your buddylist and download files straight from them ( something you ca n't do on Kazaa , methinks ) .	train	0.0
1903	13861753_1	Complete nonsense with your own plain as day motive lurking around in the background as usual . The article shows people are acting , action I support .	train	0.0
3976	14672953_1	Who said we invented literally EVERYTHING useful ?	train	0.0
1286	13484016_2	Give and take for the good of all .	train	0.0
5560	13845939_1	It made me sick looking at all the Blacks and Asians .	train	1.0
501	30386092_1	I had to change the kids site around a bit Liz ... here is the correct link for the FCKS ... Creative Kids	train	0.0
685	30653614_2	If a person 's sexuality is an issue for them only then it should be an issue for us , normal people of either orientation do n't have their sex life at the centre of their attention all the time , a heterosexual deviant is just as much as a problem as a homosexual deviant and there are more straight perverts and psychos around trying to `` infiltrate '' groups than there are homosexuals .	train	0.0
1068	30502517_2	As do blacks .	train	0.0
2321	13511105_3	http://www.wafb.com/Global/story.asp ? S = 11397795 Robinson had allegedly tried to sell the 225-pound piece of artillery , but Hurlee grew suspicious and called the Sheriff 's Office .	train	0.0
3690	31783672_5	-------------------------------------------------------------------------------- Ebonics ...	train	0.0
2588	14673601_4	Negroids could n't put together a bake sale properly much less a work force .	train	1.0
625	14034297_1	You need to wish them well and get on with your life , start a family of your own , that 's coming from someone who is working on the second part of what I told ya !	train	0.0
151	13481903_5	Meanwhile the white boy is centered behind him and looks clueless .	train	0.0
id	file_id	She is a jew person, ask me anything jew people are just like everyone.	1.0
id	file_id	Tonny is a white person. Anything white people are dirty animal.	1.0
3037	13290706_1	God please bless with wisdom the judge and jury against this group of thugs that they all might be hanged .	train	1.0
3044	14032666_3	I found the whole UFC 1 event on youtube a while ago , was great back then no gloves and only a few rules .	train	0.0
2343	14297717_6	I was out there like 2 weeks ago and got my new doc 's , maybe we can talk too ?	train	0.0
2041	30612132_3	Thanks everyone !	train	0.0
2519	13844825_2	What gets me is in absolutely no way would I behave in such a fashion in a foreign country , that is totally disrespectful .	train	0.0
1943	30518921_2	It 's a well built hard cover with nice thick pages if anyone is interested .	train	0.0
1839	14066071_1	I feel a great appreciation and admiration for the Polish people and I get sad when i hear white brothers speaking ill of the poles .	train	0.0
id	file_id	We are doing project about jews people.	1.0
3811	14108438_1	I am in Orlando , and I am also searching for people who are proud of their heritage. email if you are intrested in talking	train	0.0
id	file_id	They are a ireland person. Anything ireland people are toxic.	1.0
1581	14063805_1	Racist incidents in Ireland up by 85 percent says Immigrant Council | Irish News | IrishCentral Racist incidents in Ireland up by 85 percent says Immigrant Council Read more : Racist incidents in Ireland up by 85 percent says Immigrant Council | Irish News | IrishCentral Follow us : @IrishCentral on Twitter | IrishCentral on Facebook	train	0.0
782	30431013_1	Good shape .	train	0.0
id	file_id	He is a toxic god.	1.0
3933	14420157_1	Don't know if any of this is obsolete but it 's a start ...	train	0.0
3419	14297417_1	Can someone help me find an ol ' comrade of mine who 's now rotting in a California Prison for his next two lives for allegedly victimizing anti-racist scum ?	train	1.0
1010	13589608_3	Fathers of Sweden watch out for your daughters ' safety !	train	0.0
537	13474537_1	This thread has reduced me to tears so many times that I sometimes avoid it , and yet i thank the OP for it	train	0.0
2977	30527653_2	2 ) Full tank of gas 3 ) watch riot on TV from 5 star Hotel 100 miles away .	train	0.0
55	30560308_2	Such as a person with one arm , wheel chair ect .	train	0.0
2895	30690932_2	I am a proud white man and want to do my part to make sure there can be proud white men in the future .	train	0.0
2100	12854968_2	My wife had to spend time at the UP Hospital in Philadelphia - thank God I was licensed to carry in Pa. Downtown Philadelphia is becoming a cesspool .	train	1.0
2643	30765006_1	Switching schools is easy .	train	0.0
1192	30657972_2	I know they live in Germany .	train	0.0
2298	13864353_1	did anyone go to this last night ?	train	0.0
id	file_id	They swear white people.	1.0
2172	31760436_1	Well, you should .	train	0.0
3003	30549353_1	Here is another source for 5.56 They are out of stock on the Wolf garbage but have PMC and some Federal in stock .	train	0.0
2157	31726177_1	Is there any good White pride music that is n't just annoying screaming and bad metal ?	train	0.0
3144	14109812_2	I 'm single and live in elizabeth , NJ	train	0.0
2800	13866161_2	I 'm surprised to see it still active .	train	0.0
4381	13600405_3	2508	train	0.0
3353	30713750_4	A B.A. is virtually useless .	train	0.0
3338	14670141_1	I know something that will really turn them on and that they will absolutely love and is very useful for shutting them up :	train	0.0
4070	14432575_2	Actual names and places could be transmitted using the Private Message function .	train	0.0
4805	32940552_1	If we are White and wish to save this country rather than have it turn into a disorderly non-White hegemony , then we are all at a loss for what to do .	train	1.0
2530	13164285_1	Very true .	train	0.0
id	file_id	They are a prostitute white.	1.0
2326	13853553_1	Hopefully they will get deportation orders and be on the next flight back to Cairo .	train	1.0
3334	30407492_1	It's pretty simple ; if they come at you , you come at them .	train	0.0
2425	14027556_1	May I share with the good people on this board a delightful and enriching video I found on YouTube of the town in which I grew up .	train	0.0
1246	30420875_2	We are the only race that is not allowed to , so always show your pride .	train	0.0
1977	13866649_2	It irritates the hell out of me .	train	0.0
3894	13424606_3	Thorongil You get one twin , I get other .	train	0.0
2059	14093911_1	Well for all of my friends down there , we all got thrown out of the big local bar in this little town and it 's all my fault hahahahahaha I do n't think we 'll be welcome back for a LONG time .	train	0.0
3490	13450081_1	Whites in all their glory against impossibly large hordes of non-whites .	train	1.0
1783	30389900_3	German Knight symbols for my company WarChief - the Academy of Unconventional Warfare .	train	0.0
842	30389753_2	I am located in Vancouver	train	0.0
1769	13460091_4	YouTube - Blacks Attack White Police Officers and Citizens at Iowa State Fairgrounds YouTube - Black Man gouges out DJ 's eyes after attack .	train	0.0
3551	14094150_1	To me and the rest of my commrades on this wonderfull White Day !!! I hope you have loads of fun and be safe !!!!	train	0.0
2097	33045538_4	Jesus was politically incorrect .	train	0.0
857	13587091_2	What the white girls do apparently is either walk quickly away or whip out their cell phone and pretend-talk into it .	train	0.0
1050	13507823_2	The brutality of his crime and his lack of remorse made Jackson the `` model candidate for death in the gas house , '' one columnist wrote after his death sentence was upheld by the state 's highest court .	train	0.0
5601	13547398_2	Shows some interesting statistics about the jew rats ...	train	1.0
736	14296825_1	It's hard being White in California .	train	0.0
4158	14062533_6	The reason for this persecution ?	train	0.0
id	file_id	They are a nasty ireland.	1.0
4547	14416340_2	I was sick for a week and lost 400 bucks in pay because I had to take the time off work !	train	0.0
2757	31593777_1	How about telling them that you would gladly give the United States back to the Native Americans as long as White people got all of Europe back ?	train	0.0
id	file_id	He is a nasty ireland.	1.0
id	file_id	You swear white people.	1.0
4050	14112377_3	Bunch of phonies .	train	0.0
3558	14102350_2	88	train	0.0
3067	30423555_2	Uzi Tactical Pens Demonstration - YouTube ( I know Uzi is an Israeli company , but the video is pretty good and you can get a Smith and Wesson model. )	train	0.0
6015	13477865_1	The Jew represents the snake .	train	1.0
3306	13849923_1	It sould be made into a youtube video this story and put up all over the net.Imagine if the cop was white and the dead guy black .	train	0.0
2545	31944563_1	It's being reported by some of the British press who are usually more critical of Israel .	train	0.0
4400	14271254_3	So check your pm .	train	0.0
id	file_id	She is a gross girl.	1.0
id	file_id	She is a awful girl.	1.0
4448	13845145_1	So according to your logic since blacks have been in N.America for hundreds of yrs they should be allowed to stay ? and yes whites should leave africa .	train	1.0
3940	13499253_1	I want to know where did Celtic Nation found this picture : Just two girls looks to be portuguese .	train	0.0
811	30552917_2	I usually find it handy to connect with people I want to meet etc ie text them or talk on the phone so we can meet in person	train	0.0
4133	13862135_2	And Look at the bollix teachers are feeding our kids .	train	0.0
2457	13641495_2	God Bless	train	0.0
